Iteration,SampleCount,P_APASTRON,P_APASTRON_Weight
56,48,,
55,148,0.2640868469465218,140
54,76,0.1839988641772457,58
53,34,0.15721272357599592,29
52,27,0.18295599480407024,23
51,117,0.15815754804356016,115
50,82,0.2723228487044842,72
49,137,0.35165929905761506,127
48,150,0.2046023318060901,135
47,204,0.22571259772214036,190
46,179,0.12995856169743325,154
45,54,0.17943441677849278,37
44,1215,0.1465610260749825,1211
43,142,0.0974893531897622,10
42,606,0.09507896331537698,605
41,74,0.22887751617463964,4
40,1,,
39,2,,
38,2,0.033774583339024424,1
37,7,0.21458359090598078,5
36,28,,
35,3,,
34,13,,
33,14,,
32,14,0.13652379799771264,10
31,51,0.17838165173599746,22
30,10,0.21601663512113375,5
29,8,,
28,5,0.20230803180728896,4
27,12,,
26,7,0.42800831177419807,6
25,60,,
24,7,,
23,2,,
22,1,,
19,1,,
16,1,,
