Iteration,SampleCount,P_APASTRON,P_APASTRON_Weight
56,51,,
55,147,0.02516874587323944,142
54,73,0.014279334666666664,57
53,35,0.015284242699999995,29
52,24,0.005201105264999997,20
51,114,0.005637388944954128,109
50,94,0.5202946348192308,78
49,132,0.162395139921875,128
48,153,0.06148734629496404,139
47,204,0.10805179520618557,194
46,167,0.010362186692465757,146
45,64,0.03476873287179486,39
44,1210,0.009284380811754965,1208
43,146,0.002676823090909094,11
42,602,,
41,76,0.043369399999999995,3
40,1,,
39,3,0.0027072549999999952,2
38,2,2.1200000000012875e-06,1
37,7,0.0009356438000000078,5
36,28,,
35,3,,
34,10,,
33,19,0.13281807712499996,16
32,12,0.047833025099999954,10
31,54,0.07097363600000003,25
30,6,0.050735224999999926,4
29,9,0.030291050500000024,8
28,5,0.22656489999999999,4
27,12,,
26,6,0.41994621980000013,5
25,63,0.11476903329032255,62
24,5,,
23,3,,
19,1,,
16,1,,
