Iteration,SampleCount,P_APASTRON,P_APASTRON_Weight
56,48,0.1603940014645431,47
55,144,0.01669658729630022,135
54,74,0.014915517196253024,51
53,43,0.009034571297023042,31
52,26,0.051748494273858824,24
51,112,0.11486658861645485,111
50,91,128288.918975695,77
49,133,0.6628734281506116,128
48,149,0.5267528199902467,135
47,205,0.06238665861439708,191
46,183,0.6554758687570496,159
45,46,0.13695258140688785,34
44,1215,0.6718378192851672,1208
43,144,0.5174350796238563,9
42,609,0.20953827673547776,607
41,72,0.6172848998660218,4
40,1,,
39,3,,
38,1,,
37,7,0.28696394061964214,5
36,28,,
35,3,,
34,13,,
33,15,,
32,12,0.4968187485777658,9
31,55,0.1511301463500125,25
30,7,0.7929933108207886,5
29,8,,
28,5,0.45887955414660553,4
27,13,,
26,4,,
25,66,0.474896967493452,64
24,3,,
23,3,,
19,1,,
16,1,,
