Iteration,SampleCount,P_GRAVITY,P_GRAVITY_Weight
56,50,8.413861369707762,49
55,146,1.4879796380580999,139
54,77,1.389493311851966,58
53,33,0.7940886505407085,28
52,28,3.675052898069681,23
51,117,0.7951143224531069,115
50,91,1.1008368712058287,23
49,143,2.155661384461354,3
48,149,1.1799987100729608,14
47,215,,
46,171,34.81046803406035,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,24,,
35,7,,
34,13,1.73784702108638,4
33,16,0.0036057554112547407,1
32,10,1.1997832078756248,5
31,58,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
