Iteration,SampleCount,P_GRAVITY,P_GRAVITY_Weight
56,54,,
55,144,0.5406023098591549,142
54,73,0.3299290252631579,57
53,33,0.19807510074074072,27
52,29,2.836740946521739,23
51,112,1.094206182,110
50,96,1.8426584026086956,23
49,143,2.414991306666667,3
48,146,0.7845812936363634,11
47,218,,
46,171,27.281422999999997,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,6,,
36,26,5.2354671364000005,25
35,6,,
34,12,0.07044908666666673,3
33,17,0.01696019999999998,1
32,12,0.5245548914285713,7
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
