Iteration,SampleCount,P_GRAVITY,P_GRAVITY_Weight
56,53,,
55,146,1.2153781724335666,143
54,71,0.8565909135142857,56
53,38,0.5572752023935484,31
52,20,4.306609908142223,18
51,121,1.5165923075768422,114
50,91,1.6197213772,22
49,144,0.74478172432,3
48,147,1.4246604645173337,12
47,217,,
46,171,55.803752128,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
40,1,,
39,2,,
38,2,0.7688454439999997,1
37,5,,
36,27,7.2109221264981125,25
35,6,,
34,13,0.5860216633520959,4
33,16,0.4393571023999998,1
32,11,2.039053844748877,6
31,57,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
