Iteration,SampleCount,P_GRAVITY,P_GRAVITY_Weight
56,53,1.954690526078431,51
55,152,0.5640638392517007,147
54,63,0.43622493,52
53,42,0.3082749957096774,31
52,25,2.6826558,23
51,113,1.8748403206306306,111
50,95,3.272426965217391,23
49,143,0.5875935200000002,3
48,147,0.7106706433333334,12
47,217,,
46,171,53.056722,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,6,,
36,26,3.60619331428,25
35,6,,
34,12,0.21807682666666675,3
33,17,0.03223179999999992,1
32,11,0.7187081766666665,6
31,57,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
