Algorithm,Column,MinError,FileCount
SVMRBFREG,P_MASS,462.6407927020895,2
SVMRBFREG,P_RADIUS,0.8026172581659702,2
SVMRBFREG,P_GRAVITY,5.268995397827542,2
SVMRBFREG,P_DENSITY,2.1321506846957696,2
SVMRBFREG,P_ESI,0.0475167314817851,3
SVMRBFREG,P_RADIUS_EST,0.5963241375911861,1
SVMRBFREG,P_MASS_EST,378.44356996018143,1
SVMRBFREG,P_SEMI_MAJOR_AXIS_EST,0.37486279858508,2
SVMRBFREG,P_ESCAPE,0.6993327414751136,3
SVMRBFREG,P_POTENTIAL,11.549770272697616,4
SVMRBFREG,P_HILL_SPHERE,0.0494407506525903,1
SVMRBFREG,P_DISTANCE_EFF,0.3836575854401429,2
SVMRBFREG,P_PERIOD,346.2270643579296,3
SVMRBFREG,P_SEMI_MAJOR_AXIS,0.2915507228679052,1
SVMRBFREG,P_ECCENTRICITY,0.0867198027489129,5
SVMRBFREG,P_INCLINATION,3.95479075794628,5
SVMRBFREG,P_OMEGA,87.95653881843947,2
SVMRBFREG,P_TPERI,2853.3623572122565,3
SVMRBFREG,P_ANGULAR_DISTANCE,9.244908495621232,4
SVMRBFREG,P_IMPACT_PARAMETER,0.196215717141139,2
SVMRBFREG,P_DISTANCE,0.378791399770427,1
SVMRBFREG,P_PERIASTRON,0.2679394268646614,3
SVMRBFREG,P_APASTRON,0.3002596091199322,2
SVMRBFREG,P_FLUX,226.3463271852988,5
SVMRBFREG,P_TEMP_EQUIL,122.37683009924596,1
SVMRBFREG,S_TEMPERATURE,180.68097671885965,5
SVMRBFREG,S_MASS,0.0783352121325625,5
SVMRBFREG,S_RADIUS,0.318663255034442,1
SVMRBFREG,S_AGE,0.7672476873338425,3
SVMRBFREG,S_LOG_G,0.0798464902784554,4
SVMRBFREG,S_RADIUS_EST,0.8955739120857047,5
SVMRBFREG,S_DISTANCE,394.0137772600386,3
SVMRBFREG,S_MAG,0.9824826754225764,4
SVMRBFREG,S_METALLICITY,0.0907383104446279,5
SVMRBFREG,S_LUMINOSITY,0.6782045711501284,2
SVMRBFREG,S_HZ_OPT_MIN,0.0930758108136439,3
SVMRBFREG,S_HZ_OPT_MAX,0.2669630733664205,1
SVMRBFREG,S_HZ_CON_MIN,0.1361672546871654,1
SVMRBFREG,S_HZ_CON_MAX,0.2490257522841065,3
SVMRBFREG,S_HZ_CON0_MIN,0.1357361352648806,2
SVMRBFREG,S_HZ_CON0_MAX,0.2165731351820637,1
SVMRBFREG,S_HZ_CON1_MIN,0.1133848695663675,4
SVMRBFREG,S_HZ_CON1_MAX,0.2194137480431557,2
SVMRBFREG,S_SNOW_LINE,0.327714474604731,5
SVMRBFREG,S_ABIO_ZONE,0.6771073837143773,1
SVMRBFREG,S_TIDAL_LOCK,0.0294554967305529,3
