Algorithm,Column,MinError,FileCount
RIDGEREG,P_MASS,74.02967810638789,1
RIDGEREG,P_RADIUS,0.1324057855217252,3
RIDGEREG,P_GRAVITY,0.7087766994013346,1
RIDGEREG,P_DENSITY,0.3220042158113981,1
RIDGEREG,P_ESI,0.0403876037716966,1
RIDGEREG,P_RADIUS_EST,0.2011539147416582,2
RIDGEREG,P_MASS_EST,45.04117672462198,4
RIDGEREG,P_SEMI_MAJOR_AXIS_EST,0.0109390788726833,2
RIDGEREG,P_ESCAPE,0.5065802030342642,2
RIDGEREG,P_POTENTIAL,3.476401611013662,4
RIDGEREG,P_HILL_SPHERE,0.0070390247726119,3
RIDGEREG,P_DISTANCE_EFF,0.0106384591468987,5
RIDGEREG,P_PERIOD,24.287923367074637,4
RIDGEREG,P_SEMI_MAJOR_AXIS,0.0136888463698728,3
RIDGEREG,P_ECCENTRICITY,0.0822904789191789,4
RIDGEREG,P_INCLINATION,1.3797367240623302,4
RIDGEREG,P_OMEGA,95.7969158951498,2
RIDGEREG,P_TPERI,1758.7734698906488,3
RIDGEREG,P_ANGULAR_DISTANCE,5.930420174741389,4
RIDGEREG,P_IMPACT_PARAMETER,0.201104820481967,3
RIDGEREG,P_DISTANCE,0.0123654150809281,5
RIDGEREG,P_PERIASTRON,0.0310587182102998,2
RIDGEREG,P_APASTRON,0.027407146823807,4
RIDGEREG,P_FLUX,156.36829998130497,5
RIDGEREG,P_TEMP_EQUIL,93.9001442182148,4
RIDGEREG,S_TEMPERATURE,106.48105416029767,5
RIDGEREG,S_MASS,0.0369380935537401,4
RIDGEREG,S_RADIUS,0.0292214967807152,2
RIDGEREG,S_AGE,0.5572573058581725,2
RIDGEREG,S_LOG_G,0.0303251290849161,4
RIDGEREG,S_RADIUS_EST,0.0241344588184081,1
RIDGEREG,S_DISTANCE,186.5415191227826,5
RIDGEREG,S_MAG,0.8618559524768276,2
RIDGEREG,S_METALLICITY,0.0995313953050629,2
RIDGEREG,S_LUMINOSITY,0.1047546022386629,5
RIDGEREG,S_HZ_OPT_MIN,0.0042748618142672,4
RIDGEREG,S_HZ_OPT_MAX,0.0084734066454499,2
RIDGEREG,S_HZ_CON_MIN,0.0059324252173854,1
RIDGEREG,S_HZ_CON_MAX,0.006278591482411,4
RIDGEREG,S_HZ_CON0_MIN,0.0052539759436654,3
RIDGEREG,S_HZ_CON0_MAX,0.007578694185945,1
RIDGEREG,S_HZ_CON1_MIN,0.0051057437565142,5
RIDGEREG,S_HZ_CON1_MAX,0.0071670291849931,3
RIDGEREG,S_SNOW_LINE,0.0269794301280087,3
RIDGEREG,S_ABIO_ZONE,0.3287393389022517,3
RIDGEREG,S_TIDAL_LOCK,0.0139428936831028,1
