Algorithm,Column,MinError,FileCount
LNREG,P_MASS,123.59134198702124,2
LNREG,P_RADIUS,0.6371829220797445,2
LNREG,P_GRAVITY,1.8217323267017451,2
LNREG,P_DENSITY,3.775393700953327,3
LNREG,P_ESI,0.1124765995726632,5
LNREG,P_RADIUS_EST,0.482249960772324,2
LNREG,P_MASS_EST,209.67325574349496,5
LNREG,P_SEMI_MAJOR_AXIS_EST,0.2034561128855999,4
LNREG,P_ESCAPE,10.985317309461458,2
LNREG,P_POTENTIAL,9.521650007385391,2
LNREG,P_HILL_SPHERE,939651.4269174902,3
LNREG,P_DISTANCE_EFF,0.2229368307310104,5
LNREG,P_PERIOD,157.05133132121972,1
LNREG,P_SEMI_MAJOR_AXIS,0.6025782763597487,5
LNREG,P_ECCENTRICITY,4.405235295993327,1
LNREG,P_INCLINATION,215.01549157028185,3
LNREG,P_OMEGA,879.7833547328173,1
LNREG,P_TPERI,3536341234.2240367,2
LNREG,P_ANGULAR_DISTANCE,35.85243934667094,4
LNREG,P_IMPACT_PARAMETER,12.250199802338814,2
LNREG,P_DISTANCE,0.1212803353212924,5
LNREG,P_PERIASTRON,0.1906661583313801,1
LNREG,P_APASTRON,0.2598334492818868,5
LNREG,P_FLUX,491.5463492910275,5
LNREG,P_TEMP_EQUIL,274.37684679896506,2
LNREG,S_TEMPERATURE,450.5415130913244,5
LNREG,S_MASS,0.1210394967386839,2
LNREG,S_RADIUS,0.0769870794527953,2
LNREG,S_AGE,2195.1156199405914,3
LNREG,S_LOG_G,0.1854628467745308,4
LNREG,S_RADIUS_EST,0.1415806111124485,3
LNREG,S_DISTANCE,346.70842917551767,4
LNREG,S_MAG,3.0612960914940874,1
LNREG,S_METALLICITY,0.514156933873491,3
LNREG,S_LUMINOSITY,0.6845173170236636,4
LNREG,S_HZ_OPT_MIN,0.2663051837801568,1
LNREG,S_HZ_OPT_MAX,0.4661273883377457,5
LNREG,S_HZ_CON_MIN,0.2805999649653851,2
LNREG,S_HZ_CON_MAX,0.4682422214706851,4
LNREG,S_HZ_CON0_MIN,0.017467582901371,2
LNREG,S_HZ_CON0_MAX,0.1681916385342039,3
LNREG,S_HZ_CON1_MIN,0.032852982577834,4
LNREG,S_HZ_CON1_MAX,0.0482842640057361,1
LNREG,S_SNOW_LINE,0.3364789276692216,4
LNREG,S_ABIO_ZONE,0.7897876374242798,4
LNREG,S_TIDAL_LOCK,0.0330596641661191,2
