Algorithm,Column,MinError,FileCount
LASSOREG,P_MASS,362.67933231846587,1
LASSOREG,P_RADIUS,3.8114539270506302,2
LASSOREG,P_GRAVITY,1.4749855915527057,4
LASSOREG,P_DENSITY,0.5852220006859719,5
LASSOREG,P_ESI,0.0785204657803195,4
LASSOREG,P_RADIUS_EST,3.865515921078502,2
LASSOREG,P_MASS_EST,228.19408592968944,1
LASSOREG,P_SEMI_MAJOR_AXIS_EST,0.2977672436652184,1
LASSOREG,P_ESCAPE,1.4806747518007022,2
LASSOREG,P_POTENTIAL,15.938278611256052,3
LASSOREG,P_HILL_SPHERE,0.0283217599427608,3
LASSOREG,P_DISTANCE_EFF,0.3107822504597345,1
LASSOREG,P_PERIOD,153.06045359105005,3
LASSOREG,P_SEMI_MAJOR_AXIS,0.3429736751233497,5
LASSOREG,P_ECCENTRICITY,0.1050057990815543,5
LASSOREG,P_INCLINATION,2.1663721267665057,2
LASSOREG,P_OMEGA,87.23930682716552,1
LASSOREG,P_TPERI,1977.7295383982,5
LASSOREG,P_ANGULAR_DISTANCE,8.894194904047238,3
LASSOREG,P_IMPACT_PARAMETER,0.2099445343384826,5
LASSOREG,P_DISTANCE,0.3290153988828149,3
LASSOREG,P_PERIASTRON,0.2496981361555323,5
LASSOREG,P_APASTRON,0.3709823463502567,3
LASSOREG,P_FLUX,394.4399521918534,2
LASSOREG,P_TEMP_EQUIL,318.0689857044649,2
LASSOREG,S_TEMPERATURE,483.6270656208997,5
LASSOREG,S_MASS,0.1803761177042118,2
LASSOREG,S_RADIUS,0.2889368148284962,3
LASSOREG,S_AGE,1.245814144031277,3
LASSOREG,S_LOG_G,0.1552677308274739,1
LASSOREG,S_RADIUS_EST,0.2903494505190976,1
LASSOREG,S_DISTANCE,345.1397239026278,4
LASSOREG,S_MAG,1.9028880700422253,2
LASSOREG,S_METALLICITY,0.1081309377709439,2
LASSOREG,S_LUMINOSITY,0.9067834237747494,5
LASSOREG,S_HZ_OPT_MIN,0.2793303873888041,2
LASSOREG,S_HZ_OPT_MAX,0.6729022890466827,5
LASSOREG,S_HZ_CON_MIN,0.3435106937061588,2
LASSOREG,S_HZ_CON_MAX,0.6028990800405966,3
LASSOREG,S_HZ_CON0_MIN,0.3706177112433643,4
LASSOREG,S_HZ_CON0_MAX,0.6124677316803646,1
LASSOREG,S_HZ_CON1_MIN,0.3287398688431174,2
LASSOREG,S_HZ_CON1_MAX,0.6302905051055668,4
LASSOREG,S_SNOW_LINE,1.0620279564467792,1
LASSOREG,S_ABIO_ZONE,1.320071336341206,3
LASSOREG,S_TIDAL_LOCK,0.0358936635698805,3
