Algorithm,Column,MinError,FileCount
DECTREG,P_MASS,25.654142480940177,2
DECTREG,P_RADIUS,0.0218576254180602,1
DECTREG,P_GRAVITY,0.3679451319454546,1
DECTREG,P_DENSITY,0.2017873074272727,5
DECTREG,P_ESI,0.0078081032937685,2
DECTREG,P_RADIUS_EST,0.1210499336565097,3
DECTREG,P_MASS_EST,7.858312959778393,3
DECTREG,P_SEMI_MAJOR_AXIS_EST,0.0105048903892045,2
DECTREG,P_ESCAPE,0.0890019732727272,4
DECTREG,P_POTENTIAL,1.34644556,1
DECTREG,P_HILL_SPHERE,0.0083629755270085,1
DECTREG,P_DISTANCE_EFF,0.0086741384357954,2
DECTREG,P_PERIOD,11.834881087549858,5
DECTREG,P_SEMI_MAJOR_AXIS,0.0114004948928571,1
DECTREG,P_ECCENTRICITY,0.0844563888888888,4
DECTREG,P_INCLINATION,1.296256756756756,4
DECTREG,P_OMEGA,112.10197090909092,5
DECTREG,P_TPERI,2414.4361111111293,2
DECTREG,P_ANGULAR_DISTANCE,1.4561098445595857,1
DECTREG,P_IMPACT_PARAMETER,0.2206715328467153,2
DECTREG,P_DISTANCE,0.010316500715909,4
DECTREG,P_PERIASTRON,0.0266141164204545,3
DECTREG,P_APASTRON,0.017974091896875,5
DECTREG,P_FLUX,9.0785434061276,2
DECTREG,P_TEMP_EQUIL,5.654850795252223,3
DECTREG,S_TEMPERATURE,36.39207602339181,4
DECTREG,S_MASS,0.0306315789473684,3
DECTREG,S_RADIUS,0.0047147147147149,1
DECTREG,S_AGE,0.3001135124324324,4
DECTREG,S_LOG_G,0.03028125,3
DECTREG,S_RADIUS_EST,0.006078016764706,1
DECTREG,S_DISTANCE,89.70238095238095,4
DECTREG,S_MAG,0.3203757225433526,2
DECTREG,S_METALLICITY,0.1018366533864541,5
DECTREG,S_LUMINOSITY,0.0141826009987761,5
DECTREG,S_HZ_OPT_MIN,0.002796879041791,2
DECTREG,S_HZ_OPT_MAX,0.0076260028656716,3
DECTREG,S_HZ_CON_MIN,0.0047075699999999,4
DECTREG,S_HZ_CON_MAX,0.0096984681970149,3
DECTREG,S_HZ_CON0_MIN,0.0054667993134328,5
DECTREG,S_HZ_CON0_MAX,0.0082280722388059,4
DECTREG,S_HZ_CON1_MIN,0.0030027623343283,4
DECTREG,S_HZ_CON1_MAX,0.007830324,1
DECTREG,S_SNOW_LINE,0.0107590205671641,4
DECTREG,S_ABIO_ZONE,0.0475276637276119,5
DECTREG,S_TIDAL_LOCK,0.0093627984210526,4
