Algorithm,Column,MinError,FileCount
MLPADAMREG,P_MASS,235.8395217673622,3
MLPADAMREG,P_RADIUS,0.4312263964460869,3
MLPADAMREG,P_GRAVITY,2.1853773142119755,1
MLPADAMREG,P_DENSITY,1.1352237334377264,3
MLPADAMREG,P_ESI,0.0341845277584955,1
MLPADAMREG,P_RADIUS_EST,0.5976471956945295,1
MLPADAMREG,P_MASS_EST,105.6164840923078,2
MLPADAMREG,P_SEMI_MAJOR_AXIS_EST,0.0757827442171905,4
MLPADAMREG,P_ESCAPE,0.5533976537071552,2
MLPADAMREG,P_POTENTIAL,5.8377462939044245,1
MLPADAMREG,P_HILL_SPHERE,0.0228722075566918,2
MLPADAMREG,P_DISTANCE_EFF,0.080043243250982,1
MLPADAMREG,P_PERIOD,81.88589339064569,2
MLPADAMREG,P_SEMI_MAJOR_AXIS,0.1007286214562024,5
MLPADAMREG,P_ECCENTRICITY,0.0880670989712888,4
MLPADAMREG,P_INCLINATION,3.730478196740724,3
MLPADAMREG,P_OMEGA,83.44190806522823,3
MLPADAMREG,P_TPERI,4618.653469478453,2
MLPADAMREG,P_ANGULAR_DISTANCE,7.856140381888833,5
MLPADAMREG,P_IMPACT_PARAMETER,0.2069678053490917,1
MLPADAMREG,P_DISTANCE,0.0809283060613962,2
MLPADAMREG,P_PERIASTRON,0.0893507094549182,4
MLPADAMREG,P_APASTRON,0.1016347293350349,4
MLPADAMREG,P_FLUX,150.24296612547758,5
MLPADAMREG,P_TEMP_EQUIL,80.9842298644354,5
MLPADAMREG,S_TEMPERATURE,119.880458874437,4
MLPADAMREG,S_MASS,0.0620105078872762,1
MLPADAMREG,S_RADIUS,0.0813344430115974,1
MLPADAMREG,S_AGE,0.5736428648167571,1
MLPADAMREG,S_LOG_G,0.0574701553480036,4
MLPADAMREG,S_RADIUS_EST,0.191268539649675,1
MLPADAMREG,S_DISTANCE,216.9795600312272,2
MLPADAMREG,S_MAG,0.7652738579136981,3
MLPADAMREG,S_METALLICITY,0.0952230809204719,4
MLPADAMREG,S_LUMINOSITY,0.1736142241757173,3
MLPADAMREG,S_HZ_OPT_MIN,0.0380268330206737,1
MLPADAMREG,S_HZ_OPT_MAX,0.0927515478295995,5
MLPADAMREG,S_HZ_CON_MIN,0.0451937319616776,1
MLPADAMREG,S_HZ_CON_MAX,0.0861805402172827,3
MLPADAMREG,S_HZ_CON0_MIN,0.0513352928239284,4
MLPADAMREG,S_HZ_CON0_MAX,0.0842574904815013,2
MLPADAMREG,S_HZ_CON1_MIN,0.0511750893279179,3
MLPADAMREG,S_HZ_CON1_MAX,0.0914549780101972,4
MLPADAMREG,S_SNOW_LINE,0.1208239275871336,1
MLPADAMREG,S_ABIO_ZONE,0.39487402451462,3
MLPADAMREG,S_TIDAL_LOCK,0.0179959878442866,2
