Iteration,SampleCount,S_HZ_CON_MAX,S_HZ_CON_MAX_Weight
56,48,,
55,149,0.27041460716147125,141
54,76,0.26152996078867446,59
53,34,0.2905157503516464,30
52,25,0.3170428643960397,22
51,116,0.22246020360400498,113
50,88,0.28570521395883713,76
49,135,0.26631537463996197,129
48,147,0.25752570621479615,134
47,207,0.2635753990791015,192
46,171,0.296200017483005,148
45,63,0.3363938153262447,40
44,1209,0.20447771881903548,1208
43,146,0.22951911065985292,11
42,607,,
41,71,0.4713447046045675,3
40,2,,
39,3,,
38,1,,
37,6,0.08300214994099919,1
36,27,0.20360408457350349,26
35,5,,
34,13,,
33,16,,
32,12,0.49090374891608957,2
31,55,0.2068417023719344,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
