Iteration,SampleCount,S_HZ_CON_MAX,S_HZ_CON_MAX_Weight
56,53,,
55,145,0.34932403997071704,142
54,72,0.3531090141913682,56
53,36,0.4135285867459374,29
52,27,0.4229691556221663,23
51,116,0.29821970022329236,114
50,83,0.4127085781610944,72
49,134,0.3101941892990888,124
48,147,0.31082829440683196,129
47,214,0.3456971675147344,194
46,184,0.3214934470592547,163
45,45,0.3284644812466645,37
44,1214,0.22495994109247616,1210
43,141,0.30816752795822966,8
42,608,0.23596860486419635,605
41,73,0.11694498619438276,3
40,2,,
39,3,,
38,1,,
37,6,0.2232773375758097,1
36,26,0.27415435079673933,25
35,6,,
34,13,,
33,16,,
32,12,0.12327215004144043,2
31,55,0.21645470058884875,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
