Iteration,SampleCount,S_HZ_CON_MAX,S_HZ_CON_MAX_Weight
56,53,0.7434761577260404,51
55,144,0.054628775740352596,139
54,75,0.04445618091989705,56
53,38,0.027001348356851376,31
52,24,0.04299667436437103,22
51,116,0.030064157194838362,113
50,87,0.03904431274733772,75
49,132,0.02181424941848469,125
48,148,0.020499280221829206,131
47,214,0.013856992503631852,196
46,169,0.011283244862730536,150
45,60,0.01064339575956048,39
44,1225,0.007372920710920141,1223
43,129,0.0062362336539564306,9
42,603,0.007235445932269135,601
41,78,0.003794150477818392,4
40,1,,
39,3,,
38,1,,
37,7,0.005305866770521583,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,0.006637769879332733,2
31,53,0.0035954606993265745,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
