Iteration,SampleCount,S_HZ_CON_MAX,S_HZ_CON_MAX_Weight
56,48,1.0249270191866109,47
55,152,0.12548843335717172,143
54,69,0.059237713509398215,54
53,40,0.06397731650107408,31
52,24,0.03656836128348217,22
51,116,0.07382041320780323,113
50,85,0.10686533060266357,73
49,131,0.09640457362707291,122
48,158,0.07621273460000327,138
47,200,0.05299191529665515,189
46,172,0.055838488159760835,146
45,65,0.046860008991043145,40
44,1222,0.04281888128345271,1221
43,132,0.038115967572742736,10
42,609,0.031725865558024036,608
41,71,0.13325187555566265,4
40,1,,
39,3,,
38,1,,
37,7,0.05820206235329861,2
36,28,,
35,3,,
34,13,,
33,16,,
32,12,0.03353352454987668,2
31,53,0.01549895594843485,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
