Iteration,SampleCount,S_HZ_CON_MAX,S_HZ_CON_MAX_Weight
56,54,0.5967818489124733,52
55,146,0.27144895556332443,142
54,70,0.2755019671632838,54
53,40,0.3037221311174633,31
52,23,0.4079362725884083,21
51,111,0.21165482790007817,107
50,88,0.2869297155213795,70
49,133,0.27865033045733384,121
48,157,0.25886697215517684,136
47,202,0.25805891865498737,189
46,182,0.2737705508682779,156
45,50,0.32654088014238974,35
44,1228,0.19958322913994372,1222
43,132,0.21665710876256436,11
42,614,,
41,65,0.4601875643744512,4
40,1,,
39,3,,
38,1,,
37,7,0.10108295725877381,2
36,27,,
35,4,,
34,13,,
33,16,,
32,12,0.4812184440339732,2
31,51,0.22691828171800393,24
30,10,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
