Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,51,,
55,145,0.01432850546428572,140
54,77,0.008177221033898304,59
53,33,0.007616000037931034,29
52,26,0.0017231345136363657,22
51,113,0.013310356418181818,110
50,90,0.40947597794533336,75
49,137,0.07441341035384616,130
48,141,0.025267950290697682,129
47,213,0.044992113958549206,193
46,177,0.00325919404580645,155
45,51,0.032521044942857104,35
44,1207,0.013133984806161533,1201
43,153,0.04076804590909092,11
42,611,,
41,68,0.01706289250000001,4
40,1,,
39,3,,
38,1,,
37,7,0.0006453759999999892,5
36,28,,
35,3,,
34,12,,
33,15,0.110675176642857,14
32,13,0.017529791444444484,9
31,56,0.016446172461538455,26
30,6,0.010433338800000039,5
29,8,,
28,5,0.0033336387499997774,4
27,10,,
26,9,0.03892353333333314,6
25,62,,
24,5,,
23,2,,
22,1,,
19,1,,
16,1,,
