Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,51,,
55,146,0.08633493039444913,141
54,74,0.07002974780988064,57
53,37,0.05085189571801635,31
52,24,0.08786505240479744,22
51,114,0.0734157754538913,111
50,89,0.1276703703582055,75
49,134,0.10329651761436924,127
48,151,0.04835043030481568,136
47,214,0.03966020885708402,201
46,169,0.04452598608768434,155
45,54,0.05346410771523915,38
44,1213,0.03333127413590878,1210
43,144,0.02133951489187143,11
42,588,,
41,91,0.03294232888568624,4
40,1,,
39,3,,
38,1,,
37,6,0.17528090723067055,4
36,29,,
35,3,,
34,13,,
33,15,,
32,12,0.08549926166303108,9
31,56,0.05866537034227998,26
30,5,0.0519789067075891,4
29,10,0.06783875265339093,9
28,4,,
27,13,,
26,6,,
25,54,,
24,13,,
23,3,,
19,1,,
16,1,,
