Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,49,,
55,144,0.4512506817120204,137
54,71,0.433246401545806,50
53,43,0.45030750250882823,30
52,27,0.4550875225115122,24
51,111,0.4320383275265861,110
50,88,0.5639299047747425,73
49,136,0.33611997682831296,127
48,152,0.3597981769454475,137
47,210,0.356594255126505,198
46,167,0.42007063245744014,150
45,57,0.3985654786012417,36
44,1221,0.395070111739108,1216
43,137,0.4034484025726317,10
42,614,0.41080916066174333,613
41,66,0.6096220948076065,4
40,1,,
39,3,,
38,1,,
37,5,0.3378235091882373,3
36,30,,
35,3,,
34,11,,
33,16,0.2994449356553621,14
32,12,0.3604698933463259,8
31,56,0.3407950375764617,25
30,5,0.30816397487898717,3
29,10,0.3756193362833052,8
28,5,0.5303199123385293,4
27,11,,
26,8,0.8476506214114734,6
25,59,,
24,8,,
23,2,,
22,1,,
19,1,,
16,1,,
