Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,49,,
55,150,0.06686941380120325,143
54,76,0.06164752881765937,61
53,33,0.08435476596993825,31
52,25,0.05703643473473101,23
51,117,0.04366635437771241,115
50,87,0.16816677932121446,77
49,135,0.11614870967753398,130
48,147,0.055049382057581385,135
47,199,0.03777809314104072,185
46,191,0.034427669787938965,161
45,50,0.04847382527214397,40
44,1197,0.0271544069048169,1196
43,155,0.04690183811228482,8
42,603,0.0294540305885205,600
41,78,0.38858978730422017,3
40,2,0.04599435780305588,1
39,3,,
38,1,,
37,7,0.20664000114190176,5
36,28,,
35,3,,
34,13,,
33,15,,
32,13,0.11357917726407421,10
31,53,0.05374089670258458,24
30,7,0.09019952983908702,4
29,9,0.06146672269139672,8
28,5,0.05093129893441248,4
27,11,,
26,8,0.10157410517116677,6
25,58,,
24,9,,
23,3,,
19,1,,
16,1,,
