Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,54,0.14235726466037735,53
55,145,0.021448644704225358,142
54,71,0.006394277090909089,55
53,35,0.0037602355592592585,27
52,26,0.0025256684000000006,20
51,121,0.007256863401724137,116
50,85,0.37605186710394745,76
49,132,0.08198610048412701,126
48,149,0.027224705413533848,133
47,214,0.03792327127777777,198
46,167,0.002661819471333336,150
45,57,0.016485630749999997,36
44,1231,0.01056530748423056,1226
43,127,0.007693521800000009,10
42,595,0.000997766388888889,594
41,85,0.013113559999999885,4
40,1,,
39,3,,
38,1,,
37,7,0.0005987997999999855,5
36,28,,
35,3,,
34,11,,
33,16,0.07228428214285709,14
32,13,0.1272258464444444,9
31,53,0.01332211447826081,23
30,9,0.0021220311999999796,5
29,8,,
28,5,0.0033023249999997763,4
27,8,,
26,11,0.027493472666666678,6
25,57,,
24,10,,
23,3,,
19,1,,
16,1,,
