Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,48,0.11000691212218175,46
55,153,0.0639707590153438,143
54,71,0.03383996420879921,56
53,37,0.03265095340543989,30
52,26,0.026953722310980914,23
51,118,0.017610630526036352,116
50,85,0.3568570717841887,76
49,131,0.04500500397403416,125
48,149,0.015742943555222787,132
47,209,0.015020304365988236,192
46,176,0.009882016569637504,153
45,58,0.015889953504764364,40
44,1215,0.011191649002208719,1214
43,139,0.018311671394782195,10
42,608,0.003917113479192014,607
41,71,0.026176244488675143,3
40,2,0.00583119748395897,1
39,2,,
38,2,0.008401150542123925,1
37,7,0.013174315293883358,5
36,28,,
35,2,,
34,13,0.011932611625128028,12
33,14,0.016608691761455577,13
32,15,0.020051539376921876,10
31,50,0.013456164708430515,21
30,10,0.01391213524873276,4
29,10,0.007778708791707225,9
28,3,,
27,12,0.050083736277736525,11
26,8,0.057512395673332065,6
25,60,,
24,7,,
23,2,,
22,1,,
19,1,,
16,1,,
