Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,52,0.12490342530392157,51
55,149,0.49078717816878364,144
54,65,0.46636938180758974,51
53,41,0.4778399584935996,29
52,28,0.4956735841080271,24
51,116,0.4755525500745741,115
50,81,0.6068515276548804,71
49,140,0.37197893750437305,129
48,147,0.38476586014533565,134
47,201,0.38128598137311903,186
46,181,0.39940503583122944,152
45,55,0.37644718335146765,36
44,1218,0.3796129598503914,1213
43,140,0.35683791470738835,10
42,616,0.38468524881574767,615
41,64,0.46103127126064714,4
40,1,,
39,3,,
38,1,,
37,7,0.29117783133873315,5
36,28,,
35,3,,
34,13,,
33,14,,
32,10,0.33540178491819767,6
31,58,0.2756828716831036,25
30,7,0.2996631825941554,5
29,6,,
28,6,0.2687764020082338,3
27,11,0.2611036079604832,10
26,7,0.589759159417059,4
25,63,0.27779821057249254,61
24,6,,
23,3,,
19,1,,
16,1,,
