Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,50,,
55,155,8.779476116469306e-05,149
54,68,0.0009377125570853025,59
53,31,0.0001401254514125304,27
52,29,0.00105982095437553,23
51,116,0.003862751481846356,114
50,85,4901.026408153881,74
49,133,0.9227682093443551,125
48,151,2.0370272281491997,134
47,213,0.778454586767372,198
46,174,1.045496079303231,157
45,52,0.42162990239821585,38
44,1197,0.20247115231860344,1194
43,158,0.27533040576667983,9
42,615,0.13046063734127084,613
41,65,1.3697974470839316,3
40,1,,
39,3,0.11695858283738461,2
38,2,0.17272549322589065,1
37,7,0.09527147722107206,5
36,28,,
35,3,,
34,11,,
33,14,0.9132532416053061,12
32,15,0.6468817625560832,9
31,53,0.48977281938696554,23
30,9,0.29227678874842455,5
29,8,,
28,3,2.716222622312718,2
27,11,0.7448484319004067,9
26,10,2.3324835221829976,6
25,60,,
24,7,,
23,3,,
19,1,,
16,1,,
