Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,49,0.5460245982673639,48
55,148,0.18427691582272582,140
54,75,0.11995195801865631,57
53,38,0.12720172018333792,32
52,22,0.13715717357894877,21
51,123,0.13870875206939026,119
50,80,0.4597016879880091,74
49,130,0.19543184844862632,122
48,161,0.19507239838857793,141
47,201,0.14400367527453567,193
46,186,0.09252329388195339,164
45,44,0.09784630073623567,37
44,1194,0.09457080275129427,1190
43,163,0.09738344863544458,10
42,613,0.07554506031209539,612
41,67,0.2747413453025164,4
40,1,,
39,1,,
38,3,0.07539674359733381,1
37,6,0.13812810125667532,4
36,29,,
35,2,,
34,10,0.20267621008000608,9
33,20,0.24017307999788792,16
32,12,0.213015546595842,10
31,53,0.0983842444921138,24
30,7,0.20787427426184332,4
29,9,0.10575014170321062,8
28,5,0.253503858575734,4
27,13,,
26,5,,
25,59,0.3657836051233381,58
24,9,,
23,3,,
19,1,,
16,1,,
