Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,48,,
55,151,0.12439127735845637,143
54,69,0.08797592915753287,54
53,39,0.08761549028036404,30
52,24,0.06215903576177456,21
51,114,0.06375991096969198,110
50,81,1.159124395928612,66
49,148,0.8754996253455436,132
48,146,0.5284051466696651,136
47,216,0.7389317554869064,203
46,161,0.41596197688231396,149
45,61,0.5127931278283765,39
44,1197,0.3285835449821883,1195
43,159,0.2967380574923597,11
42,617,,
41,61,1.3314073330493368,3
40,2,0.2404442673381763,1
39,3,,
38,1,,
37,7,0.12621458896640017,5
36,28,,
35,3,,
34,13,,
33,15,,
32,12,0.8004336596193442,9
31,54,0.6611119293142993,24
30,8,0.6747296735361077,5
29,8,,
28,5,1.6232878245000002,4
27,10,,
26,8,2.2326513412647064,5
25,61,1.2990154908021923,60
24,7,,
23,3,,
19,1,,
16,1,,
