Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,51,0.13438520382166644,50
55,148,0.01025533044409268,142
54,67,0.004397303343174109,51
53,41,0.0016097947315553446,29
52,26,0.001714265176668335,22
51,117,0.005832849407418999,114
50,81,1636626.5542753804,70
49,144,1.213207551933991,132
48,143,0.04441953715310502,133
47,204,0.26075775907596693,188
46,182,4.505433622202153,155
45,53,450.06538645211305,37
44,1220,393.466358727184,1216
43,136,955.0448559495328,9
42,611,3509.347874453047,609
41,70,12395.513666127728,4
40,1,,
39,3,,
38,1,,
37,6,34.061446946575145,4
36,29,,
35,2,,
34,14,1379.864092642099,13
33,12,,
32,14,3001.1598739147676,8
31,55,5006.676834813744,24
30,8,1029.0334395102248,5
29,9,,
28,2,,
27,14,781.44412324942,12
26,7,36295.785057544046,6
25,63,,
24,4,,
23,1,,
22,2,,
19,1,,
16,1,,
