Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,46,,
55,159,0.4923544824387865,149
54,67,0.4682122365150371,58
53,36,0.4857914977471731,31
52,23,0.495191011643648,21
51,123,0.4751349615864705,119
50,83,0.6430628559704922,77
49,125,0.3704930161884234,120
48,153,0.38574311429124525,131
47,209,0.3829933504798965,191
46,169,0.40874877476686833,145
45,65,0.40301770541195314,39
44,1219,0.4054386788574328,1217
43,135,0.4003462647414981,9
42,606,0.404828703273841,604
41,75,0.4632297082175676,4
40,1,,
39,2,,
38,2,0.4033161888686732,1
37,7,0.303609484581695,5
36,28,,
35,3,,
34,12,,
33,17,0.44176133868382633,16
32,10,0.33535297260065383,8
31,57,0.2906673946814732,26
30,6,0.26213943055317884,5
29,7,,
28,5,0.2754319292854467,3
27,11,0.3084263903842939,10
26,9,0.6702170755425334,6
25,57,,
24,10,,
23,3,,
19,1,,
16,1,,
