Iteration,SampleCount,P_DISTANCE_EFF,P_DISTANCE_EFF_Weight
56,53,0.11284249807692308,52
55,148,0.4556087663859583,144
54,71,0.4357970812661462,57
53,35,0.4469719406974732,29
52,28,0.4632531033747198,24
51,111,0.4464787726173047,110
50,91,0.6011606811346627,76
49,134,0.3309676394511422,128
48,146,0.34141395037782146,132
47,207,0.34981936198859714,190
46,180,0.4106533007452479,155
45,53,0.4059456915988589,37
44,1215,0.39283623336974965,1211
43,142,0.3973350002886273,10
42,602,0.415770885367233,601
41,78,0.5813038527413091,4
40,1,,
39,1,,
38,3,0.3192634427955297,1
37,5,0.38880750822817645,3
36,30,,
35,3,,
34,13,,
33,14,,
32,14,0.3865781040919437,10
31,54,0.305599205276215,25
30,6,0.25831585557449277,4
29,10,0.37697844858297863,9
28,3,,
27,11,0.372974669357862,10
26,7,0.9139511091069856,4
25,66,0.3665899018109901,64
24,3,,
23,2,,
22,1,,
19,1,,
16,1,,
