Iteration,SampleCount,P_MASS_EST,P_MASS_EST_Weight
56,54,350.78073544624374,53
55,144,83.21914069588301,141
54,73,44.58562355266459,56
53,33,40.56319250947933,26
52,31,81.54352603700497,24
51,107,59.186863963870444,106
50,91,348.05092967582664,72
49,139,232.1215381640052,129
48,152,109.77186233721525,139
47,205,122.14322169681954,195
46,172,58.180025292510734,152
45,52,64.30869695894985,33
44,1222,33.345839644363885,1214
43,140,22.78718014318576,11
42,605,,
41,74,275.2589999347115,4
40,1,,
39,3,,
38,1,,
37,6,,
36,23,60.747990617125886,22
35,8,470.5971734960065,2
34,13,95.83078861810736,12
33,15,108.00436286643844,14
32,14,55.933857832323575,12
31,50,,
30,10,334.7242303977359,4
29,9,121.29104208438036,8
28,5,173.49173082490597,4
27,13,,
26,6,,
25,58,,
24,9,,
23,3,,
19,1,,
16,1,,
