Iteration,SampleCount,P_MASS_EST,P_MASS_EST_Weight
56,51,,
55,141,119.17278694797534,136
54,79,96.25055868920848,57
53,37,76.60394059102447,31
52,25,154.63745335701313,23
51,111,71.15177073585208,109
50,91,357.33834413317777,75
49,136,214.58486470196695,129
48,150,136.8265403906462,137
47,204,197.81896338183697,192
46,177,61.75567676674206,154
45,54,118.89991368773427,37
44,1208,53.773175493201244,1204
43,149,38.39725151541984,10
42,603,34.699805743381425,602
41,77,110.12148255009714,4
40,1,,
39,3,,
38,1,,
37,6,,
36,22,71.37882707354981,21
35,9,170.56773912581758,2
34,12,112.50727322470021,11
33,18,185.5045279816237,16
32,11,,
31,53,74.08675412822883,52
30,9,237.74504370534578,5
29,9,,
28,4,,
27,12,,
26,7,285.35130691076307,6
25,64,,
24,3,,
23,3,,
19,1,,
16,1,,
