Iteration,SampleCount,P_MASS_EST,P_MASS_EST_Weight
56,48,353.4643674334042,47
55,145,482.90777763566956,136
54,76,493.7445970076062,54
53,39,525.0922971861494,30
52,23,481.8762343786641,20
51,118,481.3698429033152,113
50,85,600.9166017858693,73
49,132,480.48767539349666,123
48,156,433.25506982003617,137
47,202,412.14059688319037,190
46,181,367.2018006090709,156
45,49,311.77795867221647,34
44,1227,258.3956158889615,1220
43,133,318.798162372973,10
42,618,220.71379871390468,617
41,61,556.4964750722999,3
40,2,400.69241004710364,1
39,2,,
38,2,225.09775792415462,1
37,7,,
36,24,,
35,7,315.3603341887448,3
34,12,,
33,15,406.85496748460287,14
32,14,316.0480896222242,12
31,49,,
30,12,410.3136829004354,5
29,6,,
28,6,510.4981877784956,3
27,13,518.5169481954185,12
26,7,254.2500044381363,6
25,57,,
24,10,,
23,2,,
22,1,,
19,1,,
16,1,,
