Iteration,SampleCount,P_MASS_EST,P_MASS_EST_Weight
56,47,330.8145247511111,45
55,154,76.3733361795105,143
54,74,24.846500494915258,59
53,35,16.627225412903226,31
52,26,22.754367879166658,24
51,116,31.141118415391297,115
50,79,187.99614511449275,69
49,140,81.46346448528347,127
48,149,32.06899921776119,134
47,209,25.322291837886603,194
46,174,28.9059291965817,153
45,56,11.707451709210522,38
44,1207,14.604262266357974,1204
43,150,2.8019553363636365,11
42,605,,
41,73,19.983828666666668,3
40,2,0.45131600000000205,1
39,2,,
38,2,0.9534800000000132,1
37,6,,
36,27,2.3467908423076875,26
35,5,15.891409999999913,3
34,12,,
33,14,13.683471999999979,13
32,15,1.281635731666668,12
31,53,,
30,8,148.50718597999997,5
29,9,,
28,3,,
27,12,29.224732045454555,11
26,8,3.4264206333333336,6
25,60,,
24,7,,
23,2,,
22,1,,
19,1,,
16,1,,
