Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,54,4.331924716981132,53
55,148,4.307811034482759,145
54,69,4.609764297791581,56
53,37,4.998539,30
52,26,4.270997042517798,23
51,121,5.291301810443773,119
50,76,3.9574703444869783,70
49,146,4.664650583436081,134
48,140,5.674058292491591,132
47,213,5.271007160575761,196
46,169,6.2454572104730985,150
45,57,6.257719278936271,36
44,1201,6.07749456292183,1196
43,157,2.3167502967417897,10
42,605,3.4473654695485636,604
41,75,4.945755895955761,4
40,1,,
39,3,,
37,8,2.402987573267709,7
36,26,,
35,5,8.288331583005137,3
34,11,,
33,18,7.451583282882086,16
32,12,,
31,50,,
30,11,6.124939908179981,5
29,7,,
28,6,4.71134675,4
27,13,,
26,3,,
25,60,5.474116278578806,57
24,10,,
23,3,,
19,1,,
16,1,,
