Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,54,2.072393825305382,53
55,155,0.9227167751621281,152
54,61,0.470810254936262,55
53,39,0.46986617620689514,31
52,25,0.4912760731529604,23
51,109,0.34079591395463965,107
50,91,2.2775485092254955,73
49,139,1.1404627793725028,130
48,152,0.648358868611178,140
47,197,0.6898553990970574,188
46,179,0.30786771424877923,152
45,58,0.35420988309028284,39
44,1187,0.1272901245185701,1185
43,168,0.07230469254774859,10
42,617,0.05903881389661861,616
41,62,11.416880619084843,3
40,2,0.2849876786783039,1
39,3,,
38,1,,
37,7,,
36,25,,
35,6,3.972339909615402,3
34,12,,
33,17,0.6102523645518897,16
32,12,,
31,49,,
30,12,0.9720399200366568,5
29,8,,
28,4,0.13167494845706273,3
27,13,1.2600882759784846,12
26,6,2.5563715737742063,5
25,58,0.9851893310650125,57
24,10,,
23,3,,
19,1,,
16,1,,
