Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,54,4.191020080087279,53
55,142,1.4664989273878528,139
54,79,1.112723914981446,60
53,32,1.29954082403336,29
52,26,1.261780386110738,22
51,116,1.0572957356071273,113
50,84,2.7837877718058546,72
49,131,1.3516746846370091,121
48,161,1.1830985013775979,140
47,212,1.1698636799312911,203
46,164,0.9825501513940869,152
45,55,0.9448672665698523,36
44,1206,0.6954036123177595,1201
43,151,0.6448895463696531,9
42,600,0.5511856049111076,598
41,81,7.264351015722863,4
40,1,,
39,3,,
38,1,,
37,6,,
36,27,1.4002029388412114,26
35,3,0.039125947733749555,1
34,13,1.5896126543802525,11
33,17,1.0150927038857231,15
32,11,0.9644160840742522,10
31,56,0.7932726551557312,54
30,6,1.935544685890406,4
29,8,0.5723938677364763,7
28,5,0.8468494962101403,3
27,14,1.8825180896506546,13
26,6,,
25,63,,
24,4,,
23,3,,
19,1,,
16,1,,
