Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,49,2.5415569288794964,48
55,151,1.1432672316636,143
54,76,1.2242797867114341,61
53,35,1.4242251712196785,33
52,21,,
51,120,1.0776396546571674,116
50,78,3.0610723101521193,69
49,142,1.7134169769824283,129
48,150,1.2382016438901962,137
47,205,1.043146699970244,193
46,180,0.7033185456476923,158
45,49,0.7587850074684606,36
44,1202,0.620529413964254,1197
43,155,0.3842934211284551,9
42,606,0.32566583325393206,604
41,75,7.3667558929285635,4
40,1,,
39,2,,
38,2,0.6679410185113692,1
37,6,,
36,24,0.8683058357816837,23
35,8,4.0362910127352984,3
34,12,,
33,13,1.071327271213604,12
32,15,1.5910832162391064,11
31,53,0.6285995774472816,52
30,8,1.8653444646289694,4
29,10,0.873183471687287,9
28,4,,
27,10,,
26,8,2.1582508645244474,5
25,64,1.364821967316433,63
24,4,,
23,3,,
19,1,,
16,1,,
