Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,51,2.593843367410001,50
55,152,1.4261459357924353,146
54,71,1.1041555355474828,59
53,33,0.9805971776832733,29
52,27,1.2654949265613182,23
51,113,1.1341248317463029,111
50,80,3.2210115701656727,66
49,147,1.3606932744152345,131
48,146,1.1164206750650632,135
47,213,1.089410794937808,199
46,162,0.7234232989282241,146
45,62,0.7685778089431665,37
44,1226,0.5488144580872729,1222
43,131,0.6693989590529287,10
42,591,0.6335122249113995,590
41,89,5.843588295446042,4
40,1,,
39,2,,
38,2,0.9505951169124405,1
37,7,,
36,22,,
35,8,2.899210362651158,2
34,13,1.5747438385528034,12
33,16,0.7819710213652237,15
32,12,1.1620244429280076,11
31,50,0.8025980497864413,49
30,12,1.9539710928790968,5
29,9,,
28,4,,
27,12,,
26,6,2.5325741471168,5
25,62,1.3167420366148526,61
24,6,,
23,3,,
19,1,,
16,1,,
