Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,50,2.493615572995628,49
55,150,3.7047581396602727,143
54,73,60.13530728241238,58
53,35,1.3476373707171008,30
52,24,11.449377671474673,21
51,113,51.34103885366575,109
50,91,2450476171.453731,75
49,138,235.45788555291,131
48,143,38.38318053633357,132
47,208,9.041542573096216,191
46,181,3.575485131567268,157
45,53,6.767094137315543,39
44,1200,7.412740562747128,1198
43,156,3.2217010413614053,11
42,607,,
41,72,5.488058466866372,4
40,1,,
39,3,,
38,1,,
37,6,,
36,27,2.64878440378905,26
35,4,7.720558069991707,2
34,10,2.537433191057606,9
33,20,7.2963009035342665,16
32,11,,
31,50,4.204821465628295,49
30,12,5.590104998861671,5
29,8,,
28,5,4.983584604644103,4
27,11,,
26,7,4.623820981477065,5
25,66,5.290131447243176,65
24,2,,
23,2,,
22,1,,
19,1,,
16,1,,
