Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,55,2.032689850345578,54
55,148,0.8562488977173645,146
54,67,0.5045768235688398,55
53,35,0.4597285054928065,27
52,28,0.4738147950052605,22
51,116,0.32055535755356357,113
50,85,2.2541335581440287,73
49,139,1.148911860648509,130
48,148,0.6567821981808674,136
47,203,0.7195628409920947,190
46,187,0.2775856400924458,162
45,45,0.3878992796480552,36
44,1205,0.1205871270858773,1200
43,153,0.07072773921438558,10
42,602,0.061089167052508324,601
41,78,10.478515062866816,4
40,1,,
39,2,,
38,1,,
37,6,0.21481953926353703,5
36,28,0.21885943284017198,26
35,5,0.8883409709051365,3
34,12,,
33,15,0.6847093681927404,14
32,12,0.35676269479731826,10
31,53,0.400647217798211,51
30,8,0.7392721257255263,3
29,10,0.20863028207191117,8
28,5,0.5904227304377724,4
27,13,,
26,6,,
25,61,,
24,6,,
23,2,,
22,1,,
19,1,,
15,1,,
