Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,51,,
55,151,0.8954935784984608,146
54,73,0.5165551389062017,61
53,31,0.4568018169455535,29
52,26,0.49990337237617066,22
51,117,0.3275831251298132,114
50,81,2.1398211243898246,70
49,141,1.1792736513749047,129
48,147,0.6847461632460051,134
47,211,0.6255155542916355,196
46,165,0.3022353117290295,146
45,63,0.422790877668922,38
44,1199,0.1139581155997871,1196
43,156,0.0772592383670978,9
42,613,0.05584449355888782,611
41,68,10.532802845582108,4
40,1,,
39,2,,
38,2,0.15168852327911608,1
37,7,,
36,23,,
35,8,1.4813764965469758,3
34,11,,
33,16,0.4967473763763259,14
32,12,0.34679098035167194,10
31,51,0.37846064605512303,49
30,12,0.9806574910480299,5
29,9,,
28,4,,
27,13,,
26,6,,
25,62,,
24,5,,
23,2,,
22,1,,
19,1,,
16,1,,
