Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,54,3.863876663739413,53
55,139,0.8422451081837712,136
54,81,0.6276138172485384,59
53,32,0.32737723845379113,28
52,26,0.8298763700883199,21
51,120,0.42315476600597257,116
50,81,3.0889165190930106,72
49,134,1.4501456328994038,124
48,159,0.8461707882684161,141
47,206,0.8641774043067589,198
46,175,0.3279802251266718,158
45,52,0.4934881711121631,39
44,1193,0.139201472736493,1191
43,161,0.15430512387953133,9
42,616,0.12370578837616589,614
41,65,10.150534100440446,4
39,3,0.19222414415621158,2
38,1,,
37,7,0.7740108461372374,6
36,27,0.32031561070861725,26
35,5,0.6846516721075222,3
34,12,,
33,16,0.9269762858380407,15
32,13,0.4479988033129962,12
31,48,,
30,13,2.5303534544367494,5
29,9,,
28,4,,
27,13,,
26,4,,
25,57,1.0550669596778315,55
24,12,,
23,3,,
19,1,,
15,1,,
