Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,51,,
55,151,0.45594867923078986,146
54,66,0.1777021314509229,54
53,40,0.3006024156540158,31
52,27,0.41134664052942516,25
51,115,,
50,89,2.546315864488562,79
49,133,1.198581970654283,130
48,142,0.7612947616698756,130
47,213,0.6928706192866135,194
46,175,0.2638452448642166,154
45,51,0.3506545507396765,34
44,1204,0.12746509436253806,1197
43,157,0.1620317981316097,11
42,603,,
41,76,10.759770249000763,4
40,1,,
39,1,,
38,3,0.004948755021427331,1
37,6,,
36,26,0.19984302888070363,25
35,6,1.6799450097992157,3
34,13,,
33,15,,
32,12,0.527462209825966,11
31,51,0.4817413585022516,50
30,11,2.5111632543715086,5
29,8,,
28,4,1.4070771410316951,3
27,14,1.777134324125683,13
26,4,,
25,61,0.9342626233896261,59
24,8,,
23,2,,
22,1,,
19,1,,
16,1,,
