Iteration,SampleCount,P_RADIUS_EST,P_RADIUS_EST_Weight
56,53,2.382571128794261,52
55,145,1.3532610460331163,141
54,73,1.1054343194850984,56
53,36,1.2090576162638924,29
52,27,1.5596240661880947,23
51,112,1.4065029429355111,110
50,89,2.180904772243842,74
49,130,1.3430520841924745,122
48,153,1.1616160390699701,133
47,215,1.0830873301779074,199
46,172,0.6437489789890953,156
45,51,0.8926590329048985,36
44,1207,0.4362794527249665,1202
43,150,0.39271342428068085,9
42,609,0.42137118618475733,607
41,72,7.966046324243144,4
40,1,,
39,2,,
38,2,0.2904562083294344,1
37,7,,
36,26,,
35,5,2.538845527280097,3
34,13,,
33,15,,
32,12,1.2266510354822628,11
31,55,0.6078981989317658,54
30,7,1.6043812433552587,5
29,6,,
28,7,1.1205005652657283,4
27,12,,
26,6,3.442042202274182,5
25,59,1.8057452528420799,58
24,9,,
23,3,,
19,1,,
16,1,,
