Iteration,SampleCount,P_FLUX,P_FLUX_Weight
56,49,1014.8801166497917,48
55,151,576.9147647987943,143
54,68,603.3743260712788,53
53,42,662.0575086429967,32
52,23,422.4558739378993,22
51,115,682.7391069753713,112
50,87,701.3672592214255,74
49,134,632.808748013948,126
48,151,508.8305099941061,135
47,205,441.43115937113004,191
46,186,426.1142785074718,162
45,48,327.7390713260498,39
44,1211,382.3300951613966,1209
43,142,269.55986981807564,8
42,601,280.23390756822914,598
41,81,262.38591486151034,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
