Iteration,SampleCount,P_FLUX,P_FLUX_Weight
56,51,,
55,143,187.07505837596202,138
54,80,197.74897190566767,60
53,27,299.28442235717307,24
52,30,239.57047940054596,21
51,118,187.60603384885374,114
50,83,551.503063372015,72
49,140,122.71934139388325,130
48,153,69.84580361581932,141
47,197,79.91153681869633,189
46,183,52.69369678012019,157
45,46,66.84402231747207,32
44,1223,57.46106245272951,1214
43,139,31.242407280057265,10
42,599,29.456270240966656,598
41,81,180.8476614386261,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
