Iteration,SampleCount,P_FLUX,P_FLUX_Weight
56,48,,
55,145,293.37940043441597,137
54,76,120.41556960661734,55
53,39,205.30391711030248,31
52,23,88.41610792712186,21
51,120,117.88279567313631,116
50,81,216.61240003564555,72
49,139,100.51342472510248,129
48,146,54.186797348049026,133
47,208,48.76959322961838,192
46,183,60.58586937521713,160
45,46,50.12091805926984,35
44,1210,55.94460821531542,1204
43,149,38.54364023526111,10
42,609,45.19669319722328,608
41,71,328.11395343667135,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
