Iteration,SampleCount,P_FLUX,P_FLUX_Weight
56,46,,
55,154,81.69502650493057,144
54,69,60.86677990818182,55
53,40,22.706298161562508,32
52,25,18.887594416666705,24
51,118,46.20936789999999,117
50,85,9.547423169584416,77
49,133,4.721605975696873,128
48,152,4.263698690065219,138
47,207,4.677555456010203,196
46,177,12.514608954527842,158
45,53,3.532201308450002,40
44,1193,8.46754095534396,1192
43,161,0.143442155999997,10
42,596,1.8003926285882357,595
41,83,0.24155141999999608,3
40,2,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
