Iteration,SampleCount,P_DENSITY,P_DENSITY_Weight
56,47,,
55,149,1.1641042046589523,140
54,76,0.9750441238583594,58
53,36,1.25355966970989,31
52,26,1.852498612936679,24
51,111,1.356000297416326,110
50,93,2.7076400323726375,20
49,146,2.959210277388285,3
48,148,1.0665305075980402,13
47,216,,
46,171,14.036724774041808,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,6,,
36,29,3.4356764322820585,28
35,3,,
34,13,0.45676626228428485,4
33,16,0.2318852667133267,1
32,12,1.1404385867987918,7
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
