Iteration,SampleCount,P_DENSITY,P_DENSITY_Weight
56,51,,
55,150,0.5548552845030484,145
54,70,0.37899939804468796,57
53,34,0.4318095607989365,28
52,24,1.609908875414343,19
51,120,0.8251898184775489,114
50,90,1.9832160550145916,21
49,145,0.978111001759263,3
48,149,0.9580768264638493,14
47,215,,
46,171,0.9276884059888211,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
39,4,0.39481903137306856,3
38,1,,
37,6,,
36,25,1.7193677971682373,24
35,7,,
34,12,0.4984430733894838,3
33,17,0.470995520530716,1
32,12,0.9578357595520638,7
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
