Iteration,SampleCount,P_DENSITY,P_DENSITY_Weight
56,54,0.4165642515420296,53
55,146,0.17230494898674442,143
54,75,0.23685122563805835,60
53,34,0.23021103795334605,31
52,22,1.4840145492553436,20
51,112,0.9036534956175735,107
50,99,1.940191691527992,23
49,142,3.4522660252229933,2
48,148,0.6637238417352871,12
47,217,,
46,171,5.708429110092563,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
40,1,,
39,2,,
38,2,0.3937205408091675,1
37,7,,
36,26,,
35,5,,
34,13,0.07999659557957783,4
33,16,0.19069616142718898,1
32,10,0.8434387565674037,5
31,58,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
