Iteration,SampleCount,S_TEMPERATURE,S_TEMPERATURE_Weight
56,54,512.9245283018868,53
55,146,107.97202797202797,143
54,71,47.875,56
53,35,75.25,28
52,29,51.83333333333329,24
51,109,40.675925925925924,108
50,95,34.49487179487179,78
49,136,39.17424242424242,132
48,146,32.955882352941174,136
47,211,36.676767676767675,198
46,174,34.73987261146497,157
45,52,30.5,38
44,1209,17.64101990049751,1206
43,147,25.28999999999987,10
42,591,145.6472033898305,590
41,88,26.0,3
40,2,,
39,3,,
38,1,,
37,6,286.0,1
36,25,140.41666666666666,24
35,7,35.0,1
34,13,43.0,4
33,14,27.333333333333332,9
32,14,85.0,4
31,54,60.714285714285715,42
30,7,,
29,9,,
28,4,,
27,13,75.0,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
