Iteration,SampleCount,S_TEMPERATURE,S_TEMPERATURE_Weight
56,52,448.28780485003944,51
55,146,238.24865864697335,141
54,74,227.9332513486292,57
53,34,293.16407081449086,28
52,26,213.8621848741425,21
51,118,233.42926627444334,114
50,84,292.14136842127,73
49,135,207.49833336671355,126
48,150,190.48512023593608,134
47,196,144.0431188587971,181
46,190,164.1977592094479,156
45,54,140.6141155671575,39
44,1218,94.48507092691942,1216
43,137,109.86203235992534,10
42,610,175.4336823773639,609
41,70,48.923183888080985,4
40,1,,
39,3,,
38,1,,
37,7,296.73093748558676,2
36,24,,
35,7,116.68552885540339,1
34,12,288.2462541587277,3
33,16,179.0148928450301,10
32,13,288.4325306049843,4
31,53,160.33167958899244,41
30,8,,
29,9,,
28,4,,
27,13,290.7653856722018,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
