Iteration,SampleCount,S_TEMPERATURE,S_TEMPERATURE_Weight
56,54,292.9674179759698,53
55,144,151.88925408251387,141
54,80,132.51242031765142,63
53,29,,
52,24,151.96569135432358,20
51,121,152.4191383375738,116
50,82,104.89444927079951,73
49,138,129.62063271710903,129
48,144,177.12143512334578,131
47,211,128.41412483190294,193
46,179,153.84597148548593,157
45,49,165.0110637151151,35
44,1209,112.54675596195298,1203
43,147,80.70518026068301,7
42,613,143.110522892764,609
41,69,123.68249387044064,3
40,2,,
39,3,,
38,1,,
37,7,212.39969376067302,2
36,22,,
35,9,49.239726384931146,1
34,12,175.86685209253346,3
33,16,112.12609078721944,10
32,13,48.54513681677179,4
31,53,188.6547941714809,41
30,8,,
29,9,,
28,4,,
27,13,13.818566432762054,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
