Iteration,SampleCount,S_TEMPERATURE,S_TEMPERATURE_Weight
56,53,344.35230657475813,52
55,152,139.87203486191441,148
54,65,92.84733899167973,55
53,37,168.0795420983901,29
52,26,74.23161551913272,22
51,112,114.51406534035534,109
50,91,229.975306135516,75
49,134,133.742552251752,127
48,147,108.87754926612783,132
47,210,80.67937819169086,193
46,169,65.46798632191177,147
45,63,142.17604612891034,39
44,1210,49.96301332084616,1208
43,146,42.616128585400844,11
42,617,,
41,62,104.24413334533392,4
40,1,,
39,3,,
38,1,,
37,7,268.8545373151437,2
36,26,,
35,5,2.9304496533836755,1
34,11,327.3722453358225,2
33,16,166.3262115392218,9
32,13,129.60461157344557,3
31,47,166.93250287862395,34
30,15,,
29,9,,
28,4,,
27,13,127.957678495025,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
