Iteration,SampleCount,S_TEMPERATURE,S_TEMPERATURE_Weight
56,52,,
55,145,270.2582617340175,141
54,75,190.93881890334052,58
53,32,199.05544105631841,27
52,31,270.70515366792404,25
51,115,,
50,83,222.40962662061176,73
49,133,239.09473234645563,124
48,150,221.94940737323515,132
47,206,156.70823787890632,189
46,186,147.5169132458952,160
45,46,167.4507768748203,35
44,1214,132.51794892377873,1208
43,145,183.5980480819263,10
42,607,155.8196335313869,606
41,73,293.03387382939127,4
40,1,,
39,3,,
38,1,,
37,7,268.31007102761396,2
36,26,,
35,5,107.81427002373948,1
34,13,272.0995007900178,4
33,16,109.76776080487178,11
32,11,230.139213577307,3
31,51,198.49273730631936,38
30,11,,
29,9,,
28,4,,
27,13,286.01833855506993,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
