Iteration,SampleCount,S_TEMPERATURE,S_TEMPERATURE_Weight
56,53,807.7843137254902,51
55,149,105.11111111111111,144
54,72,61.275862068965516,58
53,34,70.96551724137932,29
52,28,40.416666666666664,24
51,116,45.469565217391306,115
50,79,35.71884057971014,69
49,143,42.146153846153844,130
48,143,36.97709923664122,131
47,210,44.942708333333336,192
46,172,36.55134228187918,149
45,59,32.21621621621622,37
44,1213,25.403813068651782,1209
43,145,21.17272727272716,11
42,606,,
41,73,22.5,4
40,1,,
39,3,,
38,1,,
37,7,371.0,2
36,27,,
35,4,35.0,1
34,13,10.75,4
33,15,43.0,10
32,13,84.0,4
31,51,71.07692307692308,39
30,10,,
29,9,,
28,4,,
27,13,96.0,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
