Iteration,SampleCount,P_MASS,P_MASS_Weight
56,50,769.7586989733979,49
55,150,171.4048083113958,143
54,73,89.02594171586155,58
53,33,90.43522565899167,28
52,27,77.3536025827466,22
51,119,53.18147083020029,116
50,79,339.7769783692973,67
49,144,343.3367559341537,106
48,143,144.55327362554286,104
47,214,140.76017874751534,130
46,187,139.91095082317355,29
45,40,90.4513705376518,8
44,1345,102.52351568499225,2
43,11,,
42,675,,
41,4,,
39,4,30.393576388094203,3
38,1,,
37,7,,
36,25,,
35,6,113.02835359871649,3
34,13,,
33,14,,
32,12,81.44914559970944,8
31,58,79.90812896786878,27
30,5,,
29,7,880.0374026762856,1
28,5,997.0631385920169,1
27,14,725.8755451949249,6
26,5,351.8000514776525,4
25,65,371.44832104805704,45
24,3,,
23,3,,
19,1,,
16,1,,
