Iteration,SampleCount,P_MASS,P_MASS_Weight
56,53,375.7249092446154,52
55,145,175.93076243042555,141
54,76,81.75247814288812,59
53,34,69.02893323370934,30
52,23,99.1467313956,20
51,123,107.67289537136203,118
50,78,456.0326419754023,68
49,141,426.67203764497765,104
48,151,189.7779069558187,110
47,211,398.0000709750579,133
46,183,159.84461158599416,28
45,42,725.8334736870809,9
44,1344,261.201259864,2
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,26,,
35,5,400.47790193333327,3
34,12,,
33,15,325.43039055702855,14
32,13,44.587478806603244,9
31,54,137.75052691117295,24
30,7,145.73263493617728,4
29,9,1535.427057,2
28,5,1418.7425755000002,2
27,12,1392.9123622,5
26,7,826.2618364439667,5
25,54,696.7167760409139,35
24,13,,
23,1,,
22,2,,
19,1,,
16,1,,
