Iteration,SampleCount,P_MASS,P_MASS_Weight
56,52,,
55,143,469.2878258365986,139
54,76,498.0052735396881,57
53,37,518.5686598518844,31
52,24,481.86952011175003,22
51,109,485.780100275884,106
50,90,547.8931667796223,68
49,145,604.1971457375594,108
48,148,469.77301580981225,111
47,206,424.0419120930931,129
46,186,492.0063280643947,27
45,43,434.6263832958675,9
44,1344,368.3359411558243,2
43,11,,
42,675,,
41,4,,
40,1,,
39,2,,
38,2,195.9037256001098,1
37,7,,
36,27,,
35,4,100.37698104712926,3
34,13,,
33,14,,
32,13,382.01193199125277,9
31,53,464.38131511121304,23
30,8,443.9470265078219,4
29,10,903.5592320839082,3
28,4,1131.7021239155686,2
27,11,1185.0139623362907,4
26,8,660.2526213598323,5
25,65,583.6579288101133,46
24,2,,
23,3,,
19,1,,
15,1,,
