Iteration,SampleCount,P_MASS,P_MASS_Weight
56,48,401.8730945792471,47
55,152,93.47976149314279,143
54,72,44.16663593096828,57
53,37,41.17919615997572,31
52,22,98.81914608953389,20
51,116,57.382331405984445,111
50,87,408.3430334905338,70
49,141,235.10345968753833,106
48,146,109.44868115395472,107
47,217,165.49435986612258,136
46,178,70.29007801798348,26
45,44,165.73901497238177,9
44,1343,45.205639763889536,1
43,12,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,6,,
36,24,82.30391567391455,23
35,7,536.2368536690144,2
34,13,103.39044373307158,12
33,15,131.4258473448963,14
32,11,37.40037233356174,7
31,58,77.64507290376912,26
30,6,294.56081475858264,5
29,9,326.8767892413421,3
28,4,254.88170448232978,2
27,13,497.3398110302924,6
26,6,198.43293866694916,5
25,64,202.58402305530458,45
24,3,,
23,3,,
19,1,,
16,1,,
