Iteration,SampleCount,P_MASS,P_MASS_Weight
56,53,290.23906940256745,52
55,148,78.14539607787913,144
54,71,38.451945164088634,57
53,38,36.19958973293344,32
52,23,32.74870143875285,22
51,116,58.70747778752146,113
50,90,402.962623555283,75
49,125,250.98123469766946,95
48,161,101.38436247655468,111
47,210,154.54994029900337,133
46,181,101.71533036577307,26
45,45,173.2308204070091,10
44,1343,48.08913346113573,2
43,11,,
42,675,,
41,4,,
40,1,,
39,2,,
38,2,47.210208055610764,1
37,4,,
36,28,80.1918672563811,25
35,5,560.7116300373209,2
34,14,122.86159435341249,13
33,12,,
32,14,30.158169367515256,8
31,55,85.19609026265074,24
30,7,304.9465425723761,4
29,10,293.78635067377087,3
28,4,243.90532208555504,2
27,13,499.88231893643217,6
26,5,201.8292774198898,4
25,62,219.30971908825308,42
24,6,,
23,3,,
19,1,,
16,1,,
